"asset_id","local_path","role","contexts","exists","width","height","format","alt_recorded","caption_recorded","rights_metadata_complete","issue_codes","highest_severity","status","owner","evidence"
"at-tren-a-las-nubes-gallery-2","media/argentina-travel/tren-a-las-nubes/1628592114978-foto_carlos_vergara___tren_a_las_nubes__55_.jpg","gallery","place:tren-de-las-nubes:gallery","yes","1959","1308","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-tren-a-las-nubes-gallery-3","media/argentina-travel/tren-a-las-nubes/1628592120727-foto_carlos_vergara___tren_a_las_nubes__56_.jpg","gallery","place:tren-de-las-nubes:gallery","yes","1675","1118","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-tren-a-las-nubes-hero","media/argentina-travel/tren-a-las-nubes/1628592088298-sin_t_tulo_47.jpg","hero","place:tren-de-las-nubes:gallery","yes","1876","1251","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-cueva-de-las-manos-hero","media/places/cueva-de-las-manos/hero.jpg","hero","place:cueva-de-las-manos:cover;place:cueva-de-las-manos:gallery;place:patagonia-park:cover","yes","800","600","jpeg","yes","yes","yes","hero_resolution","medium","review_required","Media editor","var/ops/media-rights-readiness.json"
"place-cueva-de-las-manos-gallery-1","media/places/cueva-de-las-manos/gallery-1.jpg","gallery","place:cueva-de-las-manos:gallery","yes","1600","1200","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-cueva-de-las-manos-gallery-2","media/places/cueva-de-las-manos/gallery-2.jpg","gallery","place:cueva-de-las-manos:gallery","yes","2560","1248","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-mar-del-plata-hero","media/places/mar-del-plata/hero.jpg","hero","place:mar-del-plata:cover;place:mar-del-plata:gallery","yes","2560","1103","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-mar-del-plata-gallery-1","media/places/mar-del-plata/gallery-1.jpg","gallery","place:mar-del-plata:gallery","yes","400","300","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-mar-del-plata-gallery-2","media/places/mar-del-plata/gallery-2.jpg","gallery","place:mar-del-plata:gallery","yes","2560","2217","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-mar-del-plata-gallery-3","media/places/mar-del-plata/gallery-3.jpg","gallery","place:mar-del-plata:gallery","yes","1536","1152","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-tierra-del-fuego-national-park-hero","media/places/tierra-del-fuego-national-park/hero.jpg","hero","literal:src/data/blog.ts;place:tierra-del-fuego-national-park:cover;place:tierra-del-fuego-national-park:gallery","yes","2560","1706","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-tierra-del-fuego-national-park-gallery-1","media/places/tierra-del-fuego-national-park/gallery-1.jpg","gallery","blog:natsionalnyy-park-tierra-del-fuego:rich-gallery;place:tierra-del-fuego-national-park:gallery","yes","2560","1700","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-tierra-del-fuego-national-park-gallery-4","media/places/tierra-del-fuego-national-park/gallery-4.jpg","gallery","place:tierra-del-fuego-national-park:gallery","yes","2000","2000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-cordoba-hero","media/places/cordoba/hero.jpg","hero","place:cordoba:cover;place:cordoba:gallery","yes","2048","1536","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-estero-ibera-hero","media/places/estero-ibera/hero.jpg","hero","place:estero-ibera:cover;place:estero-ibera:gallery","yes","2183","1445","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-talampaya-hero","media/places/talampaya/hero.jpg","hero","place:talampaya:cover;place:talampaya:gallery","yes","1920","1280","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-cafayate-hero","media/places/cafayate/hero.jpg","hero","place:cafayate:cover;place:cafayate:gallery","yes","2272","1704","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-cafayate-gallery-1","media/argentina-travel/cafayate/1621346659999-cf_2012_014_salta_cafayate_5d2_4020_con_mas_cielo.jpg","gallery","kb:cafayate:gallery;place:cafayate:gallery","yes","2068","1379","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-cafayate-gallery-2","media/argentina-travel/cafayate/1621346677338-sin_t_tulo_7.jpg","gallery","kb:cafayate:gallery;place:cafayate:gallery","yes","1676","1120","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-cafayate-gallery-3","media/argentina-travel/cafayate/1621346684361-vc___ruta_del_vino___vi_edos___eliseo_miciu.jpg","gallery","kb:cafayate:gallery;place:cafayate:gallery","yes","1927","1285","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-cafayate-hero","media/argentina-travel/cafayate/1621346641103-sin_t_tulo_4.jpg","hero","kb:cafayate:hero;place:cafayate:gallery","yes","2233","1491","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-tilcara-hero","media/places/tilcara/hero.jpg","hero","place:tilcara:cover;place:tilcara:gallery","yes","1920","1440","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-tilcara-gallery-1","media/argentina-travel/tilcara/1623769637086-jujuy_quebrada_tilcara_cuevas_waira_canon_mk_iv__34_.jpg","gallery","place:tilcara:gallery","yes","2263","1509","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-tilcara-gallery-2","media/argentina-travel/tilcara/1623769645852-jujuy_quebrada_tilcara_hotel_villa_del_cielo_y_nuevo_prorgeso_cano","gallery","place:tilcara:gallery","yes","2514","1676","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-tilcara-gallery-3","media/argentina-travel/tilcara/1623769652807-jujuy_quebrada_tilcara_cuevas_waira_canon_mk_iv__33_.jpg","gallery","place:tilcara:gallery","yes","2494","1663","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-tilcara-hero","media/argentina-travel/tilcara/1623769629306-jujuy_quebrada_tilcara_hotel_villa_del_cielo_y_nuevo_prorgeso_cano","hero","place:tilcara:gallery","yes","1987","1325","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-quebrada-de-humahuaca-hero","media/places/quebrada-de-humahuaca/hero.jpg","hero","place:quebrada-de-humahuaca:cover;place:quebrada-de-humahuaca:gallery","yes","2000","1333","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-quebrada-de-humahuaca-gallery-1","media/argentina-travel/quebrada-de-humahuaca/1624745885599-quebrada_humahuaca___cerro_pollera_de_la_colla_o_yacoraite___herna","gallery","kb:quebrada-de-humahuaca:gallery;place:quebrada-de-humahuaca:gallery","yes","2046","1355","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-quebrada-de-humahuaca-gallery-2","media/argentina-travel/quebrada-de-humahuaca/1624745892185-jujuy__58_.jpg","gallery","kb:quebrada-de-humahuaca:gallery;place:quebrada-de-humahuaca:gallery","yes","1561","1041","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-quebrada-de-humahuaca-gallery-3","media/argentina-travel/quebrada-de-humahuaca/1624745909837-jujuy_quebrada_humahuaca_pueblo_drone_dji_mavic_pro__16_.jpg","gallery","kb:quebrada-de-humahuaca:gallery;place:quebrada-de-humahuaca:gallery","yes","2266","1273","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-quebrada-de-humahuaca-hero","media/argentina-travel/quebrada-de-humahuaca/1624745854240-jujuy_quebrada_humahuaca_pueblo_drone_dji_mavic_pro__15_.jpg","hero","kb:quebrada-de-humahuaca:hero;place:quebrada-de-humahuaca:gallery","yes","2159","1212","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-salinas-grandes-hero","media/places/salinas-grandes/hero.jpg","hero","place:salinas-grandes:cover;place:salinas-grandes:gallery;place:susques:cover","yes","2832","2128","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-salinas-grandes-gallery-1","media/argentina-travel/salinas-grandes/1623702009280-salinas_grandes__jujuy__hernan_paganini.jpg","gallery","kb:salinas-grandes:gallery;place:salinas-grandes:gallery","yes","3075","2053","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-salinas-grandes-gallery-2","media/argentina-travel/salinas-grandes/1623702015924-salinas_grandes__hernan_paganini.jpg","gallery","kb:salinas-grandes:gallery;place:salinas-grandes:gallery","yes","2428","1621","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-salinas-grandes-gallery-3","media/argentina-travel/salinas-grandes/1623702020679-jujuy_puna_sur_salinas_canon_mk_iv__15_.jpg","gallery","kb:salinas-grandes:gallery;place:salinas-grandes:gallery","yes","3053","2036","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-salinas-grandes-hero","media/argentina-travel/salinas-grandes/1623701998891-salinas_grandes__jujuy___mirjam_letsch_jujuy__46____.jpg","hero","kb:salinas-grandes:hero;place:salinas-grandes:gallery","yes","2818","1879","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-san-martin-de-los-andes-hero","media/places/san-martin-de-los-andes/hero.jpg","hero","place:san-martin-de-los-andes:cover;place:san-martin-de-los-andes:gallery","yes","2048","1536","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-san-martin-de-los-andes-gallery-1","media/argentina-travel/san-martin-de-los-andes/1628781632417-senderismo__pucar__sma.jpg","gallery","kb:san-martin-de-los-andes:gallery;place:san-martin-de-los-andes:gallery","yes","1352","901","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-san-martin-de-los-andes-gallery-2","media/argentina-travel/san-martin-de-los-andes/1628781641462-foto_drone_cumbre_quilanlahue_verical.jpg","gallery","kb:san-martin-de-los-andes:gallery;place:san-martin-de-los-andes:gallery","yes","939","1671","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-san-martin-de-los-andes-gallery-3","media/argentina-travel/san-martin-de-los-andes/1628781647814-mountain_bike_hua_hum_pnl_sma_dsc03428.jpg","gallery","kb:san-martin-de-los-andes:gallery;place:san-martin-de-los-andes:gallery","yes","1200","1903","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-san-martin-de-los-andes-hero","media/argentina-travel/san-martin-de-los-andes/1628781619905-fotodrone_ruta_7_lagos.jpg","hero","kb:san-martin-de-los-andes:hero;place:san-martin-de-los-andes:gallery","yes","1551","1033","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-villa-la-angostura-hero","media/places/villa-la-angostura/hero.jpg","hero","place:villa-la-angostura:cover;place:villa-la-angostura:gallery","yes","1920","1440","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-villa-la-angostura-gallery-1","media/argentina-travel/villa-la-angostura/1628523011264-vla_istmoquetrihue_mavikiipro.jpg","gallery","kb:villa-la-angostura:gallery;place:villa-la-angostura:gallery","yes","1000","666","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-villa-la-angostura-gallery-2","media/argentina-travel/villa-la-angostura/1628523016972-vla_bahiamansa_kayaksup_canon6d_5_.jpg","gallery","kb:villa-la-angostura:gallery;place:villa-la-angostura:gallery","yes","1000","667","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-villa-la-angostura-gallery-3","media/argentina-travel/villa-la-angostura/1628523022781-vla_puenteviejoriocorrentoso_fujifilmxt20__1_.jpg","gallery","kb:villa-la-angostura:gallery;place:villa-la-angostura:gallery","yes","1000","624","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-villa-la-angostura-hero","media/argentina-travel/villa-la-angostura/1628523006228-vla_bahiabrava_mavikiipro_2_.jpg","hero","kb:villa-la-angostura:hero;place:villa-la-angostura:gallery","yes","1000","666","webp","yes","yes","yes","hero_resolution","medium","review_required","Media editor","var/ops/media-rights-readiness.json"
"place-rosario-hero","media/places/rosario/hero.jpg","hero","place:rosario:cover;place:rosario:gallery","yes","2304","1728","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-la-plata-hero","media/places/la-plata/hero.jpg","hero","place:la-plata:cover;place:la-plata:gallery","yes","2272","1704","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-tucuman-hero","media/places/tucuman/hero.jpg","hero","place:tucuman:cover;place:tucuman:gallery","yes","3041","2022","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-san-salvador-de-jujuy-hero","media/places/san-salvador-de-jujuy/hero.jpg","hero","place:san-salvador-de-jujuy:cover;place:san-salvador-de-jujuy:gallery","yes","2338","1700","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-san-salvador-de-jujuy-gallery-1","media/argentina-travel/san-salvador-de-jujuy/1623973511979-jujuy_san_salvador_de_jujuy_plaza_belgrano_canon_5d_mkiv__4_.jpg","gallery","kb:san-salvador-de-jujuy:gallery;place:san-salvador-de-jujuy:gallery","yes","1980","1114","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-san-salvador-de-jujuy-gallery-2","media/argentina-travel/san-salvador-de-jujuy/1623973518191-jujuy_san_salvador_de_jujuy_parque_lineal_canon_5d_mkiv__7_.jpg","gallery","kb:san-salvador-de-jujuy:gallery;place:san-salvador-de-jujuy:gallery","yes","1873","1249","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
